"No.","Time","Source","Destination","Protocol","Length","Info"
"5943","17.587489132","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1758251 Ack=9138 Win=52224 Len=1420 TSval=561753000 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5945","17.587504254","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1759671 Ack=9138 Win=52224 Len=1420 TSval=561753000 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5946","17.587672401","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1761091 Ack=9138 Win=52224 Len=1420 TSval=561753000 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5948","17.587863741","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"5949","17.588411365","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1763931 Ack=9138 Win=52224 Len=1420 TSval=561753000 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5951","17.588859759","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1765351 Ack=9138 Win=52224 Len=1420 TSval=561753000 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5952","17.589366769","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1766771 Ack=9138 Win=52224 Len=1420 TSval=561753000 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5954","17.589552699","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1768191 Ack=9138 Win=52224 Len=1420 TSval=561753000 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5955","17.590435330","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1769611 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5957","17.590613782","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1771031 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5958","17.591214965","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1772451 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5960","17.591652083","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1773871 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5961","17.591746679","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1775291 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5963","17.591930910","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1776711 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5964","17.592451224","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"5966","17.592650941","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1779551 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5967","17.593218363","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1780971 Ack=9138 Win=52224 Len=1420 TSval=561753001 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5969","17.593930766","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1782391 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5970","17.594128830","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1783811 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5972","17.594813090","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1785231 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5973","17.595260878","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1786651 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5975","17.595690368","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1788071 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5976","17.595881323","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1789491 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5978","17.596585531","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1790911 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5979","17.597031391","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1792331 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5981","17.597221151","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1793751 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5982","17.597542399","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"5984","17.597770662","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1796591 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5985","17.598381808","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1798011 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5987","17.598696386","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1799431 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5988","17.598875867","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1800851 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5990","17.599571589","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1802271 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5991","17.599764405","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1803691 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5993","17.600132539","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1805111 Ack=9138 Win=52224 Len=1420 TSval=561753002 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5994","17.600711077","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1806531 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5996","17.600872442","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1807951 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5997","17.601266853","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1809371 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"5999","17.601448433","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"6000","17.602000076","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1812211 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"6002","17.602365939","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1813631 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"6003","17.602965513","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1815051 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"6005","17.603158923","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1816471 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"6006","17.603382829","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1817891 Ack=9138 Win=52224 Len=1420 TSval=561753003 TSecr=3833642365 [TCP segment of a reassembled PDU]"
"6008","17.603544840","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1819311 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6009","17.610122745","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1820731 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6011","17.610236833","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1822151 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6012","17.613772890","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1823571 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6014","17.613839592","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1824991 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6015","17.613892434","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1826411 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6017","17.613965728","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"6018","17.614017632","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1829251 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6019","17.614020859","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1830671 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6020","17.614022668","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1832091 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6021","17.614024237","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1833511 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6022","17.614026028","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1834931 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6023","17.614027321","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1836351 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6024","17.614028720","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1837771 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6025","17.614030195","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1839191 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6026","17.614031982","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1840611 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6027","17.614036361","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1842031 Ack=9138 Win=52224 Len=1420 TSval=561753006 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6029","17.614155906","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"6035","17.614359683","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1844871 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6036","17.614568677","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1846291 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6038","17.614731870","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1847711 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6039","17.614927420","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1849131 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6041","17.615124243","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1850551 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6042","17.615801543","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1851971 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6044","17.616020455","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1853391 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6045","17.616167799","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1854811 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6047","17.616458712","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1856231 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6048","17.616551177","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1857651 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6050","17.616748959","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1859071 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6051","17.616944343","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"6053","17.617143246","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1861911 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6054","17.618281281","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1863331 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6056","17.620670665","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1864751 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6057","17.620708932","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1866171 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6059","17.620768052","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1867591 Ack=9138 Win=52224 Len=1420 TSval=561753007 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6060","17.620836305","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1869011 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6062","17.620857278","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1870431 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6063","17.620907260","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1871851 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6065","17.620927547","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1873271 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6066","17.620993869","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1874691 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6068","17.621013139","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1876111 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6069","17.621065234","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"6071","17.621236579","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1878951 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6072","17.621245756","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1880371 Ack=9138 Win=52224 Len=1420 TSval=561753008 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6074","17.621410187","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1881791 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6075","17.622312023","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1883211 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6077","17.622664257","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1884631 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6078","17.623495119","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1886051 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6080","17.623694233","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1887471 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6081","17.623862759","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1888891 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6083","17.624053689","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1890311 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6084","17.624252121","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1891731 Ack=9138 Win=52224 Len=1420 TSval=561753010 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6086","17.624439558","173.194.17.136","192.168.0.113","TLSv1.2","1486","Application Data [TCP segment of a reassembled PDU]"
"6087","17.624657587","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1894571 Ack=9138 Win=52224 Len=1420 TSval=561753011 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6089","17.624823801","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1895991 Ack=9138 Win=52224 Len=1420 TSval=561753011 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6090","17.625229491","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1897411 Ack=9138 Win=52224 Len=1420 TSval=561753011 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6092","17.625880419","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1898831 Ack=9138 Win=52224 Len=1420 TSval=561753011 TSecr=3833642373 [TCP segment of a reassembled PDU]"
"6093","17.626052938","173.194.17.136","192.168.0.113","TCP","1486","443  >  40258 [ACK] Seq=1900251 Ack=9138 Win=52224 Len=1420 TSval=561753011 TSecr=3833642373 [TCP segment of a reassembled PDU]"
